t_ms,phase,altitude_m,pressure_pa,temp_env_c,humidity_pct,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,gnss_lat,gnss_lon,gnss_hdop,gnss_sats,sbm20_count_window,sbm20_total_count,battery_v,rssi_dbm,fdir_state
30700,descent,326.52,97477,16.38,45,0.033,-0.019,-0.648,-0.28,0.27,0.25,23.58,-18.31,40.97,41.2801633,69.2400490,1.4,7,1,22,3.77,-80,0
30800,descent,325.67,97487,16.38,45,0.024,0.033,-0.735,-0.05,0.26,0.07,23.59,-19.04,41.65,41.2801628,69.2400489,1.4,7,0,22,3.77,-80,0
30900,descent,324.95,97495,16.39,45,0.050,0.004,-0.776,-0.07,-0.31,-0.14,23.73,-18.12,41.01,41.2801625,69.2400487,1.4,7,0,22,3.77,-80,0
31000,descent,324.11,97505,16.39,45,0.038,0.042,-0.802,-0.31,-0.24,-0.02,23.29,-20.26,41.61,41.2801621,69.2400486,1.4,7,0,22,3.77,-80,0
31100,descent,323.38,97513,16.40,45,-0.044,0.008,-0.878,-0.36,0.35,-0.01,22.92,-18.21,40.97,41.2801617,69.2400485,1.4,7,0,22,3.77,-80,0
31200,descent,322.66,97521,16.40,45,-0.019,-0.043,-0.872,-0.16,0.07,-0.02,23.46,-19.28,41.03,41.2801613,69.2400484,1.4,7,0,22,3.77,-80,0
31300,descent,321.86,97531,16.41,45,0.006,0.017,-0.743,0.57,-0.14,-0.22,22.64,-19.25,42.15,41.2801609,69.2400483,1.4,7,0,22,3.77,-80,0
31400,descent,321.03,97540,16.41,45,-0.018,-0.036,-1.022,-0.42,-0.27,-0.27,22.91,-19.71,40.74,41.2801605,69.2400482,1.4,7,0,22,3.77,-80,0
31500,descent,320.20,97550,16.42,45,0.003,0.067,-0.764,-0.05,-0.33,-0.02,23.66,-19.75,41.70,41.2801601,69.2400480,1.4,7,0,22,3.77,-80,0
31600,descent,319.34,97560,16.42,45,0.015,-0.050,-0.945,0.44,-0.34,0.23,23.68,-18.42,41.64,41.2801597,69.2400479,1.4,7,0,22,3.77,-80,0
31700,descent,318.54,97569,16.43,45,0.061,-0.032,-1.031,0.06,-0.59,-0.18,24.17,-19.47,41.44,41.2801593,69.2400478,1.4,7,0,22,3.77,-80,0
31800,descent,317.67,97579,16.44,45,-0.056,-0.011,-0.793,0.35,0.25,0.29,23.38,-19.02,41.40,41.2801588,69.2400476,1.4,7,0,22,3.77,-80,0
31900,descent,316.78,97589,16.44,45,-0.064,-0.122,-0.771,-0.10,-0.10,-0.04,23.19,-19.11,41.08,41.2801584,69.2400475,1.4,7,1,23,3.77,-80,0
32000,descent,315.88,97600,16.45,45,-0.005,0.019,-0.870,-0.57,-0.22,0.02,24.38,-19.74,41.36,41.2801579,69.2400474,1.4,7,0,23,3.77,-80,0
32100,descent,315.07,97609,16.45,45,-0.053,-0.035,-0.811,0.07,0.32,0.06,23.37,-19.60,40.20,41.2801575,69.2400473,1.4,7,0,23,3.77,-80,0
32200,descent,314.26,97618,16.46,45,0.004,-0.021,-0.921,0.33,-0.05,0.24,23.37,-19.78,41.14,41.2801571,69.2400471,1.4,7,0,23,3.77,-80,0
32300,descent,313.50,97627,16.46,45,0.077,-0.022,-0.572,0.26,-0.15,-0.20,23.58,-18.49,40.71,41.2801568,69.2400470,1.4,7,0,23,3.77,-80,0
32400,descent,312.76,97636,16.47,45,-0.076,0.028,-0.894,-0.69,0.02,-0.13,22.95,-18.70,40.54,41.2801564,69.2400469,1.4,7,0,23,3.77,-80,0
32500,descent,312.01,97644,16.47,45,0.026,-0.040,-0.620,-0.28,-0.14,0.23,23.52,-19.22,41.84,41.2801560,69.2400468,1.4,7,1,24,3.77,-80,0
32600,descent,311.15,97655,16.48,45,-0.002,-0.006,-0.872,-0.39,-0.28,0.58,22.60,-19.64,40.91,41.2801556,69.2400467,1.4,7,0,24,3.77,-80,0
32700,descent,310.29,97664,16.48,45,-0.064,-0.003,-0.883,-0.10,0.08,-0.15,23.41,-19.32,42.10,41.2801551,69.2400465,1.4,7,0,24,3.77,-80,0
32800,descent,309.41,97675,16.49,45,0.024,-0.022,-0.915,0.18,-0.32,-0.33,23.17,-18.68,40.71,41.2801547,69.2400464,1.4,7,1,25,3.77,-80,0
32900,descent,308.51,97685,16.49,45,-0.105,0.093,-0.873,-0.14,0.11,-0.41,23.15,-18.84,41.36,41.2801543,69.2400463,1.4,7,1,26,3.77,-80,0
33000,descent,307.61,97695,16.50,45,-0.015,-0.023,-0.877,-0.20,0.38,-0.10,23.45,-17.71,40.83,41.2801538,69.2400461,1.4,7,0,26,3.77,-80,0
33100,descent,306.85,97704,16.51,45,0.028,-0.062,-0.857,0.33,-0.22,0.12,23.72,-19.65,41.41,41.2801534,69.2400460,1.4,7,0,26,3.77,-80,0
33200,descent,306.09,97713,16.51,45,-0.109,0.111,-0.663,0.39,0.49,-0.06,23.72,-19.26,41.55,41.2801530,69.2400459,1.4,7,1,27,3.77,-80,0
33300,descent,305.32,97722,16.52,45,0.114,0.012,-0.777,-0.39,-0.43,-0.04,23.49,-19.28,40.79,41.2801527,69.2400458,1.4,7,0,27,3.77,-80,0
33400,descent,304.55,97731,16.52,45,0.046,-0.016,-0.945,-0.04,0.18,-0.13,22.87,-19.25,41.29,41.2801523,69.2400457,1.4,7,0,27,3.77,-80,0
33500,descent,303.71,97741,16.53,45,-0.004,-0.023,-0.984,0.14,-0.03,0.00,22.95,-19.69,41.91,41.2801519,69.2400456,1.4,7,0,27,3.77,-80,0
33600,descent,302.89,97750,16.53,45,0.024,-0.020,-0.750,0.08,0.10,-0.08,23.31,-18.65,40.89,41.2801514,69.2400454,1.4,7,0,27,3.77,-80,0
33700,descent,302.05,97760,16.54,45,0.033,0.068,-0.739,-0.15,0.49,-0.39,23.26,-18.60,41.27,41.2801510,69.2400453,1.4,7,1,28,3.77,-80,0
33800,descent,301.17,97770,16.54,45,-0.009,0.091,-0.882,0.29,-0.18,-0.07,23.63,-19.24,41.71,41.2801506,69.2400452,1.4,7,1,29,3.77,-80,0
33900,descent,300.32,97780,16.55,45,-0.065,0.025,-0.981,-0.05,-0.26,0.13,23.44,-19.32,41.15,41.2801502,69.2400450,1.4,7,0,29,3.77,-80,0
34000,descent,299.59,97788,16.55,44,-0.051,0.010,-0.968,-0.23,0.29,-0.16,23.67,-18.53,40.76,41.2801498,69.2400449,1.4,7,0,29,3.77,-80,0
34100,descent,298.75,97798,16.56,44,-0.057,-0.039,-0.865,-0.28,0.48,-0.08,23.91,-18.53,41.37,41.2801494,69.2400448,1.4,7,0,29,3.77,-80,0
34200,descent,298.00,97807,16.56,44,0.042,0.059,-0.723,0.15,-0.25,0.11,23.24,-18.95,41.33,41.2801490,69.2400447,1.4,7,0,29,3.77,-80,0
34300,descent,297.14,97817,16.57,44,-0.082,-0.050,-0.914,0.29,0.15,0.19,23.49,-19.61,42.00,41.2801486,69.2400446,1.4,7,0,29,3.77,-80,0
34400,descent,296.34,97826,16.57,44,-0.015,0.014,-0.990,-0.23,-0.07,-0.31,24.30,-19.41,41.30,41.2801482,69.2400445,1.4,7,0,29,3.77,-80,0
34500,descent,295.60,97835,16.58,44,-0.058,0.086,-0.921,-0.29,0.04,-0.40,23.69,-19.87,40.67,41.2801478,69.2400443,1.4,7,0,29,3.77,-80,0
34600,descent,294.88,97843,16.58,44,0.030,0.016,-0.813,0.32,0.15,-0.04,23.84,-18.38,41.16,41.2801474,69.2400442,1.4,7,0,29,3.77,-80,0
34700,descent,294.15,97852,16.59,44,0.004,0.122,-0.876,-0.63,0.47,0.19,23.86,-19.05,40.72,41.2801471,69.2400441,1.4,7,0,29,3.77,-80,0
34800,descent,293.41,97860,16.59,44,-0.046,-0.048,-0.821,0.01,-0.04,-0.07,23.12,-18.42,41.47,41.2801467,69.2400440,1.4,7,0,29,3.77,-80,0
34900,descent,292.52,97870,16.60,44,0.016,0.027,-0.719,-0.49,-0.11,-0.23,24.10,-19.27,41.85,41.2801463,69.2400439,1.4,7,0,29,3.77,-80,0
35000,descent,291.73,97880,16.60,44,0.124,0.060,-1.007,-0.19,-0.18,-0.08,23.09,-18.55,41.15,41.2801459,69.2400438,1.4,7,0,29,3.77,-80,0
35100,descent,290.98,97888,16.61,44,-0.051,0.033,-0.718,-0.45,0.35,-0.04,24.12,-19.03,41.13,41.2801455,69.2400436,1.4,7,0,29,3.77,-80,0
35200,descent,290.20,97897,16.61,44,-0.105,0.055,-0.835,-0.19,0.13,0.01,23.73,-19.25,41.10,41.2801451,69.2400435,1.4,7,0,29,3.77,-80,0
35300,descent,289.34,97907,16.62,44,0.019,-0.010,-1.091,0.43,-0.26,-0.11,23.23,-19.06,41.73,41.2801447,69.2400434,1.4,7,1,30,3.77,-80,0
35400,descent,288.48,97917,16.62,44,-0.035,-0.033,-0.883,-0.05,0.19,0.04,22.82,-19.42,42.02,41.2801442,69.2400433,1.4,7,1,31,3.77,-80,0
35500,descent,287.77,97926,16.63,44,0.019,0.011,-0.895,-0.05,0.10,0.01,24.29,-19.13,42.57,41.2801439,69.2400432,1.4,7,0,31,3.77,-80,0
35600,descent,287.00,97934,16.63,44,0.009,0.073,-0.794,0.64,0.21,-0.03,23.52,-19.05,42.30,41.2801435,69.2400431,1.4,7,0,31,3.77,-80,0
35700,descent,286.19,97944,16.64,44,0.028,0.014,-0.874,0.36,0.24,-0.06,22.89,-20.00,41.29,41.2801431,69.2400429,1.4,7,0,31,3.77,-80,0
35800,descent,285.45,97952,16.64,44,0.034,-0.061,-0.676,0.42,0.11,-0.27,23.25,-18.58,41.12,41.2801427,69.2400428,1.4,7,0,31,3.77,-80,0
35900,descent,284.68,97961,16.65,44,0.015,-0.057,-0.751,0.29,0.44,-0.30,23.85,-18.00,40.81,41.2801423,69.2400427,1.4,7,0,31,3.77,-80,0
36000,descent,283.94,97970,16.65,44,-0.059,0.017,-0.915,-0.26,0.48,0.07,22.96,-18.85,41.04,41.2801420,69.2400426,1.4,7,0,31,3.77,-80,0
36100,descent,283.12,97980,16.66,44,-0.058,-0.006,-0.899,-0.14,-0.20,-0.22,23.38,-19.01,42.32,41.2801416,69.2400425,1.4,7,0,31,3.77,-80,0
36200,descent,282.37,97988,16.66,44,-0.048,0.024,-0.668,0.30,0.08,0.30,23.25,-18.76,41.94,41.2801412,69.2400424,1.4,7,0,31,3.77,-80,0
36300,descent,281.55,97998,16.67,44,-0.069,0.015,-0.879,-0.06,0.27,0.19,23.38,-19.46,40.83,41.2801408,69.2400422,1.4,7,0,31,3.77,-80,0
36400,descent,280.77,98007,16.67,44,-0.060,0.081,-0.950,0.21,-0.00,0.59,23.04,-19.24,41.07,41.2801404,69.2400421,1.4,7,0,31,3.77,-80,0
36500,descent,279.88,98017,16.68,44,-0.037,0.000,-0.926,0.00,0.15,-0.32,23.92,-18.71,41.10,41.2801399,69.2400420,1.4,7,0,31,3.77,-80,0
36600,descent,279.16,98026,16.69,44,-0.076,-0.036,-0.789,0.01,0.11,0.15,23.78,-18.28,42.22,41.2801396,69.2400419,1.4,7,0,31,3.77,-80,0
36700,descent,278.41,98034,16.69,44,-0.077,0.049,-0.642,-0.05,0.25,-0.02,23.20,-19.09,41.47,41.2801392,69.2400418,1.4,7,0,31,3.77,-80,0
36800,descent,277.69,98043,16.70,44,-0.018,-0.019,-0.784,-0.43,-0.29,0.17,22.63,-18.42,40.93,41.2801388,69.2400417,1.4,7,0,31,3.77,-80,0
36900,descent,276.94,98051,16.70,44,-0.004,0.026,-0.841,-0.48,-0.36,0.23,23.53,-18.56,41.50,41.2801385,69.2400415,1.4,7,0,31,3.77,-80,0
37000,descent,276.06,98062,16.71,44,-0.099,-0.051,-0.902,0.34,0.11,0.49,23.30,-19.01,41.67,41.2801380,69.2400414,1.4,7,0,31,3.77,-80,0
37100,descent,275.31,98070,16.71,44,0.042,0.013,-0.914,-0.15,0.07,-0.13,22.47,-18.71,42.32,41.2801377,69.2400413,1.4,7,0,31,3.77,-80,0
37200,descent,274.57,98079,16.72,44,0.010,-0.120,-0.878,-0.43,-0.03,0.15,24.18,-19.51,41.15,41.2801373,69.2400412,1.4,7,0,31,3.77,-80,0
37300,descent,273.83,98088,16.72,44,-0.052,0.035,-0.841,0.57,0.61,0.03,24.29,-19.82,40.98,41.2801369,69.2400411,1.4,7,0,31,3.77,-80,0
37400,descent,273.11,98096,16.72,44,-0.012,-0.050,-0.787,-0.11,-0.74,-0.08,23.78,-19.13,40.81,41.2801366,69.2400410,1.4,7,0,31,3.77,-80,0
37500,descent,272.26,98106,16.73,44,0.119,0.007,-0.832,0.08,-0.31,0.25,23.02,-18.30,40.76,41.2801361,69.2400408,1.4,7,0,31,3.77,-80,0
37600,descent,271.48,98115,16.74,44,-0.051,0.022,-0.919,0.12,0.04,-0.00,23.20,-18.87,41.11,41.2801357,69.2400407,1.4,7,0,31,3.77,-80,0
37700,descent,270.76,98123,16.74,44,-0.023,-0.038,-0.581,0.26,0.33,0.01,23.75,-20.25,41.30,41.2801354,69.2400406,1.4,7,0,31,3.77,-80,0
37800,descent,270.00,98132,16.75,44,0.100,0.106,-0.942,-0.42,-0.09,0.03,23.77,-17.92,42.02,41.2801350,69.2400405,1.4,7,0,31,3.77,-80,0
37900,descent,269.23,98141,16.75,44,-0.025,-0.014,-0.876,0.32,0.36,0.26,23.51,-19.02,40.99,41.2801346,69.2400404,1.4,7,0,31,3.77,-80,0
38000,descent,268.36,98151,16.76,44,-0.030,0.017,-0.912,0.25,-0.52,-0.52,22.73,-19.41,41.41,41.2801342,69.2400403,1.4,7,0,31,3.77,-80,0
38100,descent,267.56,98160,16.76,44,0.015,0.007,-0.765,-0.37,-0.35,0.11,24.04,-19.54,42.05,41.2801338,69.2400401,1.4,7,0,31,3.77,-80,0
38200,descent,266.86,98169,16.77,44,-0.116,0.037,-0.828,-0.70,0.12,-0.31,23.06,-19.36,41.15,41.2801334,69.2400400,1.4,7,0,31,3.77,-80,0
38300,descent,265.97,98179,16.77,44,0.064,0.032,-0.833,-0.20,-0.19,0.08,24.24,-19.04,41.03,41.2801330,69.2400399,1.4,7,1,32,3.77,-80,0
38400,descent,265.26,98187,16.78,44,0.057,-0.101,-0.783,0.05,-0.34,0.11,24.54,-19.44,40.82,41.2801326,69.2400398,1.4,7,0,32,3.77,-80,0
38500,descent,264.40,98197,16.78,44,0.041,-0.014,-0.812,0.52,0.19,0.18,23.42,-18.46,41.13,41.2801322,69.2400397,1.4,7,0,32,3.77,-80,0
38600,descent,263.56,98207,16.79,44,-0.027,-0.031,-0.805,0.36,-0.47,0.27,22.68,-19.24,41.62,41.2801318,69.2400395,1.4,7,0,32,3.77,-80,0
38700,descent,262.69,98217,16.79,44,-0.010,-0.001,-0.889,-0.30,0.17,-0.35,23.13,-19.74,41.64,41.2801313,69.2400394,1.4,7,0,32,3.77,-80,0
38800,descent,261.82,98227,16.80,44,-0.003,0.001,-0.950,-0.16,0.50,-0.21,23.19,-19.80,41.79,41.2801309,69.2400393,1.4,7,0,32,3.77,-80,0
38900,descent,261.03,98237,16.80,44,-0.007,0.101,-0.890,-0.31,0.09,-0.07,23.68,-19.14,40.64,41.2801305,69.2400392,1.4,7,1,33,3.77,-80,0
39000,descent,260.16,98247,16.81,44,-0.015,0.039,-0.872,0.09,0.40,-0.06,23.85,-18.68,41.86,41.2801301,69.2400390,1.4,7,0,33,3.77,-80,0
39100,descent,259.38,98256,16.81,44,0.110,-0.007,-0.812,-0.13,-0.17,-0.14,23.86,-19.19,40.97,41.2801297,69.2400389,1.4,7,0,33,3.77,-80,0
39200,descent,258.67,98264,16.82,44,0.051,-0.041,-0.779,-0.21,0.14,-0.04,23.22,-18.74,40.82,41.2801293,69.2400388,1.4,7,0,33,3.77,-80,0
39300,descent,257.82,98274,16.82,44,0.013,-0.001,-0.949,0.24,-0.12,-0.05,23.55,-18.39,41.93,41.2801289,69.2400387,1.4,7,0,33,3.77,-80,0
39400,descent,256.96,98284,16.83,44,0.018,0.017,-0.963,0.46,-0.08,-0.03,23.39,-19.84,41.12,41.2801285,69.2400385,1.4,7,1,34,3.77,-80,0
39500,descent,256.21,98293,16.83,44,0.014,0.054,-0.840,-0.15,0.24,0.06,22.72,-18.82,41.10,41.2801281,69.2400384,1.4,7,0,34,3.77,-80,0
39600,descent,255.44,98302,16.84,44,-0.101,-0.004,-0.917,-0.57,-0.15,-0.03,22.97,-20.47,41.68,41.2801277,69.2400383,1.4,7,0,34,3.77,-80,0
39700,descent,254.54,98312,16.85,44,-0.006,-0.022,-0.830,-0.10,-0.46,-0.22,23.14,-19.30,40.65,41.2801273,69.2400382,1.4,7,0,34,3.77,-80,0
39800,descent,253.72,98322,16.85,44,0.017,0.007,-0.815,-0.60,0.06,0.05,24.10,-19.08,41.29,41.2801269,69.2400381,1.4,7,0,34,3.77,-80,0
39900,descent,252.92,98331,16.86,44,-0.012,0.041,-0.818,-0.33,-0.39,0.17,22.91,-18.90,41.22,41.2801265,69.2400379,1.4,7,1,35,3.77,-80,0
40000,descent,252.10,98341,16.86,44,0.025,0.077,-0.696,-0.33,0.42,0.16,23.66,-19.60,41.29,41.2801261,69.2400378,1.4,7,1,36,3.77,-80,0
40100,descent,251.35,98349,16.87,44,0.079,0.000,-0.905,0.09,-0.13,-0.24,23.50,-18.20,40.98,41.2801257,69.2400377,1.4,7,0,36,3.77,-80,0
40200,descent,250.45,98360,16.87,44,0.032,-0.075,-0.597,-0.08,0.60,0.08,24.12,-19.70,41.10,41.2801252,69.2400376,1.4,7,0,36,3.77,-80,0
40300,descent,249.62,98370,16.88,44,-0.042,0.061,-0.813,0.21,0.07,0.04,23.66,-18.67,41.05,41.2801248,69.2400374,1.4,7,0,36,3.77,-80,0
40400,descent,248.77,98380,16.88,44,0.012,-0.035,-0.777,-0.13,-0.01,-0.15,23.23,-19.33,41.47,41.2801244,69.2400373,1.4,7,0,36,3.77,-80,0
40500,descent,247.94,98389,16.89,44,-0.014,-0.018,-0.703,0.49,-0.02,0.02,23.29,-19.68,41.73,41.2801240,69.2400372,1.4,7,0,36,3.77,-80,0
40600,descent,247.09,98399,16.89,44,-0.019,-0.066,-0.796,-0.04,0.29,0.24,23.72,-18.62,41.21,41.2801235,69.2400371,1.4,7,0,36,3.77,-80,0
40700,descent,246.22,98409,16.90,44,-0.026,0.032,-0.987,-0.17,-0.21,0.19,24.30,-19.42,41.45,41.2801231,69.2400369,1.4,7,0,36,3.77,-80,0
40800,descent,245.45,98418,16.90,44,0.037,0.011,-0.675,-0.75,0.12,-0.46,23.62,-19.19,41.12,41.2801227,69.2400368,1.4,7,0,36,3.77,-80,0
40900,descent,244.68,98427,16.91,44,-0.006,-0.023,-0.809,0.42,0.03,0.01,24.04,-19.27,40.91,41.2801223,69.2400367,1.4,7,0,36,3.77,-80,0
41000,descent,243.89,98436,16.91,44,0.041,0.032,-0.844,0.19,0.04,0.09,23.62,-18.58,41.41,41.2801219,69.2400366,1.4,7,0,36,3.77,-80,0
41100,descent,243.15,98445,16.92,44,0.028,-0.052,-0.960,0.10,-0.66,-0.29,23.20,-19.49,41.19,41.2801216,69.2400365,1.4,7,0,36,3.77,-80,0
41200,descent,242.44,98453,16.92,44,-0.050,-0.052,-0.793,0.38,0.07,-0.24,23.44,-18.97,41.46,41.2801212,69.2400364,1.4,7,0,36,3.77,-80,0
41300,descent,241.67,98462,16.93,44,0.009,-0.067,-0.844,0.39,0.29,0.07,23.87,-18.58,41.40,41.2801208,69.2400363,1.4,7,0,36,3.77,-80,0
41400,descent,240.79,98473,16.93,44,0.025,-0.009,-0.787,-0.02,0.37,0.14,24.00,-18.16,41.30,41.2801204,69.2400361,1.4,7,0,36,3.77,-80,0
41500,descent,239.92,98483,16.94,44,-0.027,-0.055,-0.954,-0.56,0.03,0.31,24.02,-18.84,41.92,41.2801200,69.2400360,1.4,7,0,36,3.77,-80,0
41600,descent,239.07,98493,16.95,44,-0.062,0.020,-0.896,-0.07,0.26,-0.02,24.16,-19.33,41.03,41.2801195,69.2400359,1.4,7,0,36,3.77,-80,0
41700,descent,238.20,98503,16.95,44,0.081,-0.005,-1.061,0.43,-0.01,0.05,24.10,-18.69,41.69,41.2801191,69.2400357,1.4,7,0,36,3.77,-80,0
41800,descent,237.43,98512,16.96,44,-0.007,-0.030,-0.756,0.43,0.27,0.08,23.91,-19.71,41.50,41.2801187,69.2400356,1.4,7,0,36,3.77,-80,0
41900,descent,236.72,98520,16.96,44,0.007,-0.003,-0.966,0.66,0.40,-0.51,23.16,-17.64,40.90,41.2801184,69.2400355,1.4,7,0,36,3.77,-80,0
42000,descent,235.88,98530,16.97,44,-0.008,0.016,-0.776,-0.04,-0.55,-0.34,23.67,-19.54,41.75,41.2801179,69.2400354,1.4,7,0,36,3.77,-80,0
42100,descent,235.10,98539,16.97,44,0.026,-0.012,-0.865,-0.45,-0.41,-0.40,23.44,-18.98,41.92,41.2801175,69.2400353,1.4,7,1,37,3.77,-80,0
42200,descent,234.30,98548,16.98,44,-0.051,0.016,-0.826,-0.08,-0.08,-0.07,23.35,-19.80,41.42,41.2801171,69.2400351,1.4,7,0,37,3.77,-80,0
42300,descent,233.51,98558,16.98,44,0.026,0.025,-0.877,0.10,0.27,0.26,23.10,-18.98,41.89,41.2801168,69.2400350,1.4,7,0,37,3.77,-80,0
42400,descent,232.66,98568,16.99,44,0.079,-0.027,-0.909,-0.78,0.19,0.11,24.06,-19.06,41.52,41.2801163,69.2400349,1.4,7,0,37,3.77,-80,0
42500,descent,231.94,98576,16.99,44,0.035,-0.001,-1.000,-0.80,0.28,-0.13,23.24,-19.96,40.82,41.2801160,69.2400348,1.4,7,0,37,3.77,-80,0
42600,descent,231.19,98585,17.00,44,-0.013,0.010,-0.946,-0.01,0.08,-0.16,23.20,-18.34,41.92,41.2801156,69.2400347,1.4,7,0,37,3.77,-80,0
42700,descent,230.46,98593,17.00,44,0.024,-0.054,-0.883,0.01,0.05,-0.12,22.97,-18.41,40.74,41.2801152,69.2400346,1.4,7,0,37,3.77,-80,0
42800,descent,229.63,98603,17.01,44,0.057,-0.088,-0.946,0.12,-0.35,0.12,23.13,-20.35,41.35,41.2801148,69.2400344,1.4,7,0,37,3.77,-80,0
42900,descent,228.83,98612,17.01,44,-0.076,0.014,-0.882,0.36,-0.30,0.12,23.13,-19.97,41.29,41.2801144,69.2400343,1.4,7,0,37,3.77,-80,0
43000,descent,228.06,98621,17.02,44,-0.004,0.081,-0.748,-0.44,-0.25,0.05,24.31,-19.11,41.05,41.2801140,69.2400342,1.4,7,0,37,3.77,-80,0
43100,descent,227.17,98632,17.02,44,0.033,-0.020,-1.008,0.23,-0.42,0.14,23.68,-18.16,41.04,41.2801136,69.2400341,1.4,7,0,37,3.77,-80,0
43200,descent,226.44,98640,17.03,44,0.054,-0.042,-0.832,-0.30,-0.23,0.15,22.59,-19.33,40.59,41.2801132,69.2400340,1.4,7,0,37,3.77,-80,0
43300,descent,225.72,98649,17.03,44,0.030,-0.051,-0.866,0.11,0.23,-0.18,23.50,-19.43,41.53,41.2801129,69.2400339,1.4,7,0,37,3.77,-80,0
43400,descent,225.02,98657,17.04,44,-0.012,-0.030,-0.729,-0.26,0.40,-0.05,23.22,-19.12,42.09,41.2801125,69.2400338,1.4,7,0,37,3.77,-80,0
43500,descent,224.14,98667,17.04,44,0.040,0.094,-0.778,0.27,0.01,-0.10,23.69,-19.01,40.44,41.2801121,69.2400336,1.4,7,0,37,3.77,-80,0
43600,descent,223.33,98677,17.05,44,0.082,-0.011,-0.942,0.01,0.22,0.24,23.93,-19.80,40.54,41.2801117,69.2400335,1.4,7,0,37,3.77,-80,0
43700,descent,222.52,98686,17.05,44,0.090,-0.089,-0.928,0.16,0.35,-0.14,23.65,-19.39,41.72,41.2801113,69.2400334,1.4,7,0,37,3.77,-80,0
43800,descent,221.81,98694,17.06,44,-0.058,0.061,-0.725,0.44,-0.26,0.09,24.16,-19.35,41.09,41.2801109,69.2400333,1.4,7,0,37,3.77,-80,0
43900,descent,221.00,98704,17.06,44,0.017,0.014,-0.797,-0.02,-0.10,0.08,23.78,-18.28,41.38,41.2801105,69.2400331,1.4,7,0,37,3.77,-80,0
44000,descent,220.26,98713,17.07,44,-0.066,0.042,-0.688,-0.02,-0.35,-0.15,23.10,-19.27,41.44,41.2801101,69.2400330,1.4,7,0,37,3.77,-80,0
44100,descent,219.41,98723,17.07,44,-0.057,-0.034,-0.904,-0.24,-0.47,-0.26,23.59,-18.91,41.04,41.2801097,69.2400329,1.4,7,0,37,3.77,-80,0
44200,descent,218.54,98733,17.08,44,0.009,-0.012,-0.832,-0.10,-0.18,-0.23,23.02,-19.00,40.17,41.2801093,69.2400328,1.4,7,0,37,3.77,-80,0
44300,descent,217.79,98741,17.08,44,0.024,0.037,-0.875,-0.05,0.18,-0.30,23.06,-20.03,40.71,41.2801089,69.2400327,1.4,7,0,37,3.77,-80,0
44400,descent,216.90,98752,17.09,44,0.003,0.012,-0.847,0.10,0.12,-0.02,23.77,-18.62,41.61,41.2801084,69.2400325,1.4,7,0,37,3.77,-80,0
44500,descent,216.00,98762,17.10,44,0.008,0.014,-0.905,-0.23,0.50,-0.11,23.32,-19.29,41.01,41.2801080,69.2400324,1.4,7,0,37,3.77,-80,0
44600,descent,215.14,98773,17.10,44,-0.049,-0.064,-0.745,-0.05,0.13,0.01,23.31,-19.19,40.77,41.2801076,69.2400323,1.4,7,0,37,3.77,-80,0
44700,descent,214.37,98782,17.11,44,-0.052,-0.040,-0.939,0.09,0.26,0.12,23.33,-18.60,40.61,41.2801072,69.2400322,1.4,7,0,37,3.77,-80,0
44800,descent,213.65,98790,17.11,44,0.015,-0.126,-0.991,0.11,0.40,-0.20,23.06,-18.64,40.78,41.2801068,69.2400320,1.4,7,0,37,3.77,-80,0
44900,descent,212.81,98800,17.12,44,-0.025,0.021,-0.753,0.15,-0.18,0.10,24.25,-19.01,41.00,41.2801064,69.2400319,1.4,7,0,37,3.77,-80,0
45000,descent,211.93,98810,17.12,44,0.031,-0.025,-0.781,0.02,0.30,0.42,23.15,-19.53,41.36,41.2801060,69.2400318,1.4,7,0,37,3.77,-80,0
45100,descent,211.18,98819,17.13,44,-0.011,-0.021,-0.862,0.04,-0.06,0.46,23.04,-18.82,40.66,41.2801056,69.2400317,1.4,7,1,38,3.77,-80,0
45200,descent,210.39,98828,17.13,44,-0.040,0.109,-0.956,0.29,-0.17,0.22,23.55,-20.11,40.77,41.2801052,69.2400316,1.4,7,0,38,3.77,-80,0
45300,descent,209.60,98837,17.14,44,0.048,-0.032,-0.772,-0.29,0.29,0.11,22.95,-20.03,41.35,41.2801048,69.2400314,1.4,7,0,38,3.77,-80,0
45400,descent,208.90,98846,17.14,44,0.036,0.021,-0.981,0.19,0.25,-0.41,23.12,-18.85,40.29,41.2801044,69.2400313,1.4,7,0,38,3.77,-80,0
45500,descent,208.16,98854,17.15,44,-0.040,0.031,-1.054,-0.67,0.21,-0.05,23.96,-19.63,40.67,41.2801041,69.2400312,1.4,7,0,38,3.77,-80,0
45600,descent,207.30,98864,17.15,44,0.013,0.054,-0.851,0.22,0.02,0.01,24.07,-19.49,40.58,41.2801036,69.2400311,1.4,7,0,38,3.77,-80,0
45700,descent,206.56,98873,17.16,44,-0.076,0.034,-0.838,-0.15,-0.20,0.36,23.18,-19.22,40.83,41.2801033,69.2400310,1.4,7,0,38,3.77,-80,0
45800,descent,205.72,98883,17.16,44,-0.051,0.077,-0.911,0.14,0.45,-0.14,23.82,-19.29,41.13,41.2801029,69.2400309,1.4,7,0,38,3.77,-80,0
